prot_IDs	usage
prot_P18544_exchange	1
prot_P18562_exchange	0
prot_P18900_exchange	0
prot_P19097_exchange	1
prot_P19262_exchange	0
prot_P19358_exchange	0
prot_P19414_exchange	0.0538264766715612
prot_P19516_exchange	0
prot_P20049_exchange	0.820663274383038
prot_P20051_exchange	0.89202459845649
prot_P20485_exchange	0
prot_P20967_exchange	0
prot_P21147_exchange	0.999901420687935
prot_P21182_exchange	0
prot_P21264_exchange	0.0393013552883197
prot_P21306_exchange	0.598569881515164
prot_P21524_exchange	0.748227233872814
prot_P21801_exchange	0.0512556695455503
prot_P21954_exchange	0.296156113421987
prot_P22133_exchange	0.071445795467125
prot_P22203_exchange	0
prot_P22217_exchange	0.185280679212171
prot_P22289_exchange	0.997361277438734
prot_P22768_exchange	0.0333702266943474
prot_P22803_exchange	0
prot_P23202_exchange	0
prot_P23254_exchange	0.00756551236244927
prot_P23337_exchange	1
prot_P23542_exchange	0.0404084999093715
prot_P23776_exchange	0
prot_P24521_exchange	0.99989807145881
prot_P25045_exchange	0
prot_P25087_exchange	0
prot_P25332_exchange	0
prot_P25340_exchange	0.999899999998991
prot_P25372_exchange	0
prot_P25373_exchange	0
prot_P25576_exchange	0
prot_P25605_exchange	0
prot_P26263_exchange	0
prot_P26637_exchange	0.126750093975655
prot_P27616_exchange	0.00826304795884863
prot_P27697_exchange	0
prot_P27796_exchange	0
prot_P27809_exchange	0
prot_P27810_exchange	0
prot_P28239_exchange	1
prot_P28240_exchange	0.0366588043103368
prot_P28241_exchange	0
prot_P28272_exchange	0.444154488348545
prot_P28274_exchange	0.0277933872122849
prot_P28321_exchange	0
prot_P28777_exchange	0.820663822696005
prot_P28789_exchange	0.00131190563392466
prot_P28834_exchange	0
prot_P29465_exchange	0
prot_P29509_exchange	0.0351872671095411
prot_P29703_exchange	0
prot_P29704_exchange	0.999899999998991
prot_P29952_exchange	0.142406808665876
prot_P30624_exchange	0.561546466842426
prot_P30902_exchange	0.598569881515164
prot_P30952_exchange	0
prot_P31115_exchange	0
prot_P31116_exchange	0.412407334128983
prot_P31373_exchange	0.0172140316803406
prot_P31412_exchange	0
prot_P31688_exchange	0.191456458631925
prot_P32048_exchange	0
prot_P32178_exchange	0.0876034187829721
prot_P32179_exchange	0.105652284049301
prot_P32190_exchange	0
prot_P32191_exchange	0
prot_P32263_exchange	0.0118818493301223
prot_P32264_exchange	1
prot_P32288_exchange	0.267455499727704
prot_P32316_exchange	2.61517208547248e-05
prot_P32327_exchange	0
prot_P32340_exchange	0.194553647963558
prot_P32347_exchange	0.00691715541652407
prot_P32353_exchange	0
prot_P32356_exchange	0
prot_P32366_exchange	0
prot_P32368_exchange	0
prot_P32377_exchange	0.747446401541676
prot_P32419_exchange	0
prot_P32449_exchange	0
prot_P32451_exchange	0
prot_P32452_exchange	0.0138411428794336
prot_P32463_exchange	0
prot_P32469_exchange	0
prot_P32473_exchange	0
prot_P32476_exchange	0.999899999998991
prot_P32477_exchange	0
prot_P32563_exchange	0
prot_P32567_exchange	1
prot_P32573_exchange	0
prot_P32582_exchange	0.00401904130632099
prot_P32604_exchange	0
prot_P32610_exchange	0
prot_P32614_exchange	0
prot_P32621_exchange	0
prot_P32626_exchange	0
prot_P32642_exchange	0
prot_P32643_exchange	0
prot_P32771_exchange	0
prot_P32796_exchange	1
prot_P32799_exchange	0.681318289085423
prot_P32861_exchange	1
prot_P32891_exchange	0
prot_P32895_exchange	1
prot_P33315_exchange	0.53526484604889
prot_P33317_exchange	0
prot_P33327_exchange	0
prot_P33330_exchange	1
prot_P33333_exchange	1
prot_P33401_exchange	0.372650749793633
prot_P33412_exchange	0
prot_P33421_exchange	0.0512556695455503
prot_P33734_exchange	0.0162212700745413
prot_P33775_exchange	0
prot_P34227_exchange	0
prot_P35202_exchange	0
prot_P36010_exchange	0.123654175076145
prot_P36013_exchange	0.0341511910436637
prot_P36024_exchange	0
prot_P36076_exchange	0
prot_P36136_exchange	0
prot_P36148_exchange	1
prot_P36150_exchange	0
prot_P36421_exchange	0.514620119436103
prot_P37012_exchange	1
prot_P37254_exchange	0
prot_P37291_exchange	0.0367361286052218
prot_P37292_exchange	0.600675761829794
prot_P37293_exchange	0
prot_P37296_exchange	0
prot_P37297_exchange	0
prot_P37298_exchange	0.0512556695455503
prot_P37299_exchange	0.997361277438734
prot_P37303_exchange	0.621527292148575
prot_P38009_exchange	0.129890047908014
prot_P38013_exchange	0
prot_P38063_exchange	1
prot_P38066_exchange	0.00087218224944791
prot_P38067_exchange	0
prot_P38071_exchange	0
prot_P38074_exchange	0
prot_P38075_exchange	0
prot_P38077_exchange	0.598569881515164
prot_P38113_exchange	0
prot_P38115_exchange	0
prot_P38122_exchange	0
prot_P38130_exchange	0
prot_P38143_exchange	0
prot_P38145_exchange	0.892024598454379
prot_P38169_exchange	0
prot_P38221_exchange	0.0561314949823478
prot_P38286_exchange	0
prot_P38426_exchange	0.199793624387453
prot_P38427_exchange	0.155758825058328
prot_P38604_exchange	1
prot_P38620_exchange	1
prot_P38625_exchange	0.89202459845438
prot_P38627_exchange	1
prot_P38628_exchange	0
prot_P38631_exchange	1
prot_P38635_exchange	0.0192962572233779
prot_P38689_exchange	0
prot_P38697_exchange	1
prot_P38703_exchange	0
prot_P38707_exchange	0.165715257592634
prot_P38708_exchange	0.759810445032732
prot_P38715_exchange	0
prot_P38720_exchange	0.0481295292388401
prot_P38787_exchange	0
prot_P38791_exchange	0
prot_P38795_exchange	0
prot_P38812_exchange	0
prot_P38816_exchange	0
prot_P38824_exchange	0
prot_P38840_exchange	0.11323060303835
prot_P38858_exchange	1
prot_P38891_exchange	0.00267236516069977
prot_P38972_exchange	1
prot_P38986_exchange	0
prot_P38992_exchange	0
prot_P38999_exchange	0.00427391062335203
prot_P39002_exchange	0
prot_P39006_exchange	1
prot_P39104_exchange	0
prot_P39105_exchange	0
prot_P39111_exchange	0
prot_P39518_exchange	0
prot_P39522_exchange	0.260249668772025
prot_P39525_exchange	0
prot_P39533_exchange	0
prot_P39683_exchange	0
prot_P39692_exchange	0.00740052880252315
prot_P39708_exchange	1
prot_P39714_exchange	0
prot_P39726_exchange	0.0036894880414923
prot_P39730_exchange	0
prot_P39954_exchange	0.261036992900674
prot_P39976_exchange	0.00393702380106859
prot_P39988_exchange	0
prot_P40012_exchange	0.000244852621004717
prot_P40017_exchange	0
prot_P40047_exchange	0
prot_P40054_exchange	0.0442533382062081
prot_P40086_exchange	0
prot_P40106_exchange	0
prot_P40215_exchange	0.210542867044472
prot_P40319_exchange	0
prot_P40360_exchange	0
prot_P40363_exchange	0
prot_P40459_exchange	0
prot_P40471_exchange	0
prot_P40495_exchange	0.165817092745719
prot_P40506_exchange	0
prot_P40510_exchange	0
prot_P40545_exchange	0.607599345082042
prot_P40553_exchange	0
prot_P40581_exchange	0
prot_P40825_exchange	0.0988894870271812
prot_P40970_exchange	0
prot_P40989_exchange	1
prot_P41277_exchange	0.912450107717145
prot_P41338_exchange	0.00246045137184537
prot_P41734_exchange	0
prot_P41807_exchange	0
prot_P41903_exchange	0
prot_P41911_exchange	0
prot_P41921_exchange	0
prot_P41939_exchange	1
prot_P41940_exchange	0.0332283586459767
prot_P42222_exchange	1
prot_P42826_exchange	0
prot_P42941_exchange	0.0351697038883611
prot_P43123_exchange	0
prot_P43567_exchange	0.0126174146944452
prot_P43577_exchange	0
prot_P43619_exchange	0
prot_P43635_exchange	1
prot_P46151_exchange	0.31331094556435
prot_P46367_exchange	0
prot_P46655_exchange	0.820661153427166
prot_P46681_exchange	0.0963913617383165
prot_P46969_exchange	0.0192369605830531
prot_P46971_exchange	1
prot_P47039_exchange	0.00853941064479151
prot_P47052_exchange	0
prot_P47081_exchange	0
prot_P47095_exchange	0
prot_P47096_exchange	0
prot_P47119_exchange	0
prot_P47125_exchange	0
prot_P47143_exchange	0.0165767233235003
prot_P47164_exchange	0
prot_P47165_exchange	0
prot_P47169_exchange	0.00434376446580392
prot_P47176_exchange	0.163883787665541
prot_P47771_exchange	0
prot_P47912_exchange	1
prot_P48015_exchange	0.00784498067902984
prot_P48360_exchange	0
prot_P48445_exchange	1
prot_P48527_exchange	0
prot_P48567_exchange	0
prot_P48570_exchange	0
prot_P48836_exchange	0
prot_P49017_exchange	0
prot_P49089_exchange	0.0705608258512391
prot_P49090_exchange	1
prot_P49095_exchange	0.0263014495761714
prot_P49367_exchange	0.938829243494101
prot_P49435_exchange	0
prot_P49723_exchange	0
prot_P49775_exchange	0
prot_P50095_exchange	0.196223083307628
prot_P50107_exchange	0.295561366728152
prot_P50861_exchange	0.00160248993096533
prot_P51601_exchange	0
prot_P52489_exchange	1
prot_P52893_exchange	0
prot_P52910_exchange	0.687322998156886
prot_P53045_exchange	0.999899999998991
prot_P53078_exchange	0
prot_P53090_exchange	0.00536980710466611
prot_P53101_exchange	0
prot_P53128_exchange	0
prot_P53164_exchange	0
prot_P53184_exchange	0
prot_P53199_exchange	0
prot_P53239_exchange	0
prot_P53312_exchange	0
prot_P53315_exchange	1
prot_P53319_exchange	0
prot_P53332_exchange	0
prot_P53341_exchange	0
prot_P53598_exchange	0
prot_P53615_exchange	0.000346551686618306
prot_P53629_exchange	0
prot_P53630_exchange	0
prot_P53686_exchange	0
prot_P53848_exchange	0
prot_P53852_exchange	0.0458805024126863
prot_P53909_exchange	0
prot_P53915_exchange	0
prot_P54070_exchange	0
prot_P54113_exchange	0
prot_P54114_exchange	0
prot_P54115_exchange	0.699739400803963
prot_P54781_exchange	0
prot_P54783_exchange	0
prot_P54838_exchange	0.005642099445696
prot_P54839_exchange	1
prot_P54861_exchange	0
prot_P54885_exchange	0.0398565735559776
prot_P61829_exchange	0.598569881515164
prot_P80210_exchange	0.172378844488977
prot_P80235_exchange	1
prot_P81449_exchange	0.598569881515164
prot_P81450_exchange	0.598569881515164
prot_P81451_exchange	0.598569881515164
prot_Q00055_exchange	0.515701496443049
prot_Q00711_exchange	0.0512556695455503
prot_Q00764_exchange	0.0423567847238201
prot_Q01217_exchange	0.865769376333095
prot_Q01519_exchange	0.681318289085423
prot_Q01574_exchange	8.19196901335816e-06
prot_Q01802_exchange	0
prot_Q02046_exchange	0
prot_Q02196_exchange	0.0519324672587315
prot_Q02207_exchange	0
prot_Q02784_exchange	0
prot_Q02979_exchange	0
prot_Q03262_exchange	0
prot_Q03529_exchange	0
prot_Q03579_exchange	0
prot_Q03677_exchange	0
prot_Q03778_exchange	0
prot_Q03835_exchange	0
prot_Q03941_exchange	0
prot_Q04066_exchange	0
prot_Q04120_exchange	0
prot_Q04178_exchange	0
prot_Q04430_exchange	0
prot_Q04458_exchange	0
prot_Q04728_exchange	0.192296983363284
prot_Q04894_exchange	0
prot_Q04935_exchange	0
prot_Q05016_exchange	0
prot_Q05506_exchange	0.263415666791942
prot_Q05567_exchange	0
prot_Q05584_exchange	0.207460622758726
prot_Q05788_exchange	0
prot_Q05874_exchange	0
prot_Q05902_exchange	0
prot_Q05911_exchange	0.151821080557631
prot_Q05979_exchange	0
prot_Q06137_exchange	0
prot_Q06178_exchange	0
prot_Q06405_exchange	0.598569881515164
prot_Q06489_exchange	0
prot_Q06625_exchange	0
prot_Q06685_exchange	0
prot_Q06892_exchange	0
prot_Q07500_exchange	1
prot_Q07923_exchange	0
prot_Q07938_exchange	0
prot_Q08220_exchange	0
prot_Q08438_exchange	0
prot_Q08645_exchange	0
prot_Q08911_exchange	0
prot_Q08959_exchange	0
prot_Q08985_exchange	0
prot_Q10740_exchange	0
prot_Q12031_exchange	0
prot_Q12055_exchange	1
prot_Q12068_exchange	0
prot_Q12074_exchange	0
prot_Q12109_exchange	0.628152778809058
prot_Q12122_exchange	1
prot_Q12154_exchange	0
prot_Q12165_exchange	0.598569881515164
prot_Q12166_exchange	0.614303360716052
prot_Q12178_exchange	0
prot_Q12184_exchange	0
prot_Q12189_exchange	1
prot_Q12211_exchange	0
prot_Q12233_exchange	0.598569881515164
prot_Q12246_exchange	0
prot_Q12265_exchange	1
prot_Q12271_exchange	0
prot_Q12283_exchange	0
prot_Q12349_exchange	0.598569881515164
prot_Q12362_exchange	0.892024598454379
prot_Q12428_exchange	0
prot_Q12447_exchange	0
prot_Q12452_exchange	0.999899999998991
prot_Q12455_exchange	0
prot_Q12458_exchange	0
prot_Q12525_exchange	0
prot_Q12676_exchange	0
prot_Q12680_exchange	1
prot_Q3E731_exchange	0
prot_Q99190_exchange	0
prot_Q99258_exchange	0.00310151485399442
prot_Q99312_exchange	0
prot_Q99321_exchange	0
